deployment_id,range,dist_cov
Day 5:103:D1D28T103,409.93,3.37793965969237
Day 5:103:D1D28T103,90.8,3.37793965969237
Day 5:103:D1D28T103,213.69,3.37793965969237
Day 5:103:D1D28T103,453.2,3.37793965969237
Day 5:103:D1D28T103,672.96,3.37793965969237
Day 5:103:D1D28T103,96.93,3.37793965969237
Day 5:103:D1D28T103,252.4,3.37793965969237
Day 5:103:D1D28T103,315,3.37793965969237
Day 5:103:D1D28T103,91.41,3.37793965969237
Day 5:103:D1D28T103,137.93,3.37793965969237
Day 5:103:D1D28T103,457.5,3.37793965969237
Day 5:103:D1D28T103,307.97,3.37793965969237
Day 5:103:D1D28T103,468.14,3.37793965969237
Day 5:103:D1D28T103,210.06,3.37793965969237
Day 5:103:D1D28T103,144.84,3.37793965969237
Day 5:103:D1D28T103,117.41,3.37793965969237
Day 5:103:D1D28T103,457.34,3.37793965969237
Day 5:103:D1D28T103,514.04,3.37793965969237
Day 5:103:D1D28T103,83.13,3.37793965969237
Day 5:103:D1D28T103,94.91,3.37793965969237
Day 5:103:D1D28T103,168.23,3.37793965969237
Day 5:103:D1D28T103,316.2,3.37793965969237
Day 5:103:D1D28T103,372.21,3.37793965969237
Day 5:103:D1D28T103,83.52,3.37793965969237
Day 5:103:D1D28T103,151.45,3.37793965969237
Day 5:103:D1D28T103,130.49,3.37793965969237
Day 5:103:D1D28T103,165.78,3.37793965969237
Day 5:103:D1D28T103,426.5,3.37793965969237
Day 5:103:D1D28T103,385.6,3.37793965969237
Day 5:103:D1D28T103,543.73,3.37793965969237
Day 5:103:D1D28T103,151.06,3.37793965969237
Day 5:103:D1D28T103,109.78,3.37793965969237
Day 5:103:D1D28T103,322.35,3.37793965969237
Day 5:103:D1D28T103,130.79,3.37793965969237
Day 5:103:D1D28T103,209.99,3.37793965969237
Day 5:103:D1D28T103,327.41,3.37793965969237
Day 5:103:D1D28T103,72.66,3.37793965969237
Day 5:103:D1D28T103,322.36,3.37793965969237
Day 5:103:D1D28T103,126.28,3.37793965969237
Day 5:103:D1D34T103,260.48,2.5831231513522
Day 5:103:D1D34T103,86.31,2.5831231513522
Day 5:103:D1D34T103,176.21,2.5831231513522
Day 5:103:D1D34T103,88.3,2.5831231513522
Day 5:103:D1D34T103,242.91,2.5831231513522
Day 5:103:D1D34T103,253.28,2.5831231513522
