FRAME_NUMBER,SPECIES_GROUP,LENGTH,RANGE,HX,HY,HZ
2258,other_fish,,362.22,-24.88659171,351.5121545,-83.78666103
2258,other_fish,,382.15,-82.42654117,372.249415,25.92602264
2258,other_fish,,332.48,-73.30876037,324.2640123,-4.716168274
2258,other_fish,,542.14,-48.53199915,538.1343925,-44.4228218
2258,other_fish,,253.49,100.5209954,220.9840506,-72.91419732
2259,Adult_pollock,,321.3,-34.1401468,318.6070862,-23.63445325
2259,Adult_pollock,,285.98,-51.32486282,280.5755401,20.65319401
2259,other_fish,,382.03,25.41520274,376.4823574,59.66381569
2259,Adult_pollock,,349.82,59.83580894,342.8734648,35.05248768
2259,Adult_pollock,,393.98,62.72750417,388.7279236,13.34425847
2259,other_fish,,407.66,121.4193725,389.0366398,-9.901249204
2259,Adult_pollock,,402.53,146.9105096,372.0883168,-44.69771805
2259,Adult_pollock,,107.42,46.1271429,95.47432629,-17.18379649
2259,other_fish,,396.96,21.90428886,383.138055,-101.4886702
2259,Adult_pollock,,271.89,-68.46782497,249.1718983,-84.56939975
2259,Adult_pollock,,290.93,-27.09946528,287.8860109,-32.04004449
2259,Adult_pollock,,347.93,27.08745184,329.9965472,106.8742291
2260,Adult_pollock,20.85,276.43,-49.71697025,264.8467161,-44.3736077
2260,Adult_pollock,,282.55,-18.23882595,281.304811,19.24009631
2260,Adult_pollock,,313.14,14.90952277,306.9357962,-60.22660964
2260,Adult_pollock,,351.19,-3.739355805,347.8772124,-47.97192835
2260,Adult_pollock,,407.96,94.18786153,396.9389806,-0.726283083
2260,other_fish,,356.51,97.85927411,342.154291,21.22517763
2260,other_fish,,396.3,87.95342285,386.0777493,16.17096089
2260,other_fish,,361.6,-121.4874547,339.926711,-21.01954494
2260,other_fish,,417.96,-161.1887716,383.3687129,-41.66204846
2260,other_fish,,380.56,85.2899456,360.3370416,87.80738531
2260,Adult_pollock,,184.26,39.57686922,172.3456699,51.7793684
2261,Adult_pollock,21.03,217.21,69.07183639,198.1635284,1.008839389
2261,Adult_pollock,,179.96,21.06561156,173.4981605,42.88180281
2261,Adult_pollock,,290.43,27.1151882,288.6530037,-17.1920029
2261,other_fish,,381.39,159.0860115,344.8098407,-35.45337957
2261,other_fish,,391.37,137.6598113,361.6991822,58.25038806
2261,other_fish,,369.86,39.84099905,354.4738889,-97.78025199
2261,other_fish,,348.37,62.92430194,325.8353346,-105.9895643
2261,other_fish,,273.45,-29.87526044,264.7979558,-61.34600545
2261,other_fish,,416.43,-111.5667831,391.3174799,-88.54983385
2261,other_fish,,211.24,21.72210787,208.8138136,-23.37609143
2262,Adult_pollock,,219.24,26.41898453,217.5923925,-4.46745657
2262,Adult_pollock,,239.14,92.36063672,216.8273954,-40.51385865
2262,Adult_pollock,21.64,309.05,65.96048035,281.0312087,-65.68339348
2262,Adult_pollock,,277.52,-4.151324188,263.8102762,-86.04681349
2262,Adult_pollock,,319.48,-29.89770798,302.3196125,-98.87628066
2262,Adult_pollock,,110.74,21.39136653,103.5429702,32.94920208
2263,other_fish,,357.71,-95.71252254,343.5266953,28.058125
2263,other_fish,,265.04,37.20602883,259.8193278,-36.84881423
2263,Adult_pollock,,241.07,95.11613909,217.8966366,-39.83526172
2263,Adult_pollock,,226.21,-75.44149326,211.0637821,-30.53804874
2263,other_fish,,306.98,89.44539082,279.3457431,-90.57950228
2264,Adult_pollock,,239.65,92.43360585,219.7135656,-24.73524635
2264,Adult_pollock,,360.51,-52.70038894,356.6384163,-0.72022682
2264,Adult_pollock,,226.45,-49.06422259,216.9466428,-42.50938295
2264,other_fish,,316.51,52.74618611,302.9398856,-74.98833544
2264,other_fish,,245.61,102.4210858,221.1529472,-30.398477
2264,other_fish,,277.69,83.37127761,249.3303082,89.40616559
2265,Adult_pollock,26.13,258.96,71.17103542,228.5684009,7.72924821
2265,Adult_pollock,,262.33,78.62042948,250.2317203,-4.173634074
2265,Adult_pollock,17.6,235.95,-56.61507572,219.2798945,-14.33354582
2265,other_fish,,237.61,-76.19414836,219.6094178,-49.2612952
2265,Adult_pollock,,366.93,-47.40889598,363.3252888,19.62573609
2265,other_fish,,358.89,23.52056918,348.0964195,-84.12475489
2266,Adult_pollock,,245.65,44.97008713,240.7087226,19.50443664
2266,Adult_pollock,,313.5,41.59485963,310.6624297,6.557166596
2266,Adult_pollock,,221.74,-62.4332883,212.6358455,-7.554286898
2266,other_fish,,240.31,-71.07187837,222.1280367,-57.95224021
2266,other_fish,,367.95,-111.6299187,347.5295666,-46.38440023
2266,other_fish,,356.29,-83.64212335,343.0558309,47.558185
2267,Adult_pollock,,264.57,43.16517829,261.0232294,-1.8772683
2267,Adult_pollock,,318.39,-10.86771959,317.8310981,-15.37559194
2267,other_fish,,222.14,-43.68217127,208.1275946,-64.18294107
2267,other_fish,,355.73,-118.8998192,330.6077094,55.73673579
2268,other_fish,,280.91,42.35074834,275.172729,-37.36066352
2268,Adult_pollock,,324,-52.82611016,316.5603476,-44.4277039
2269,Adult_pollock,22.02,290.91,51.88302271,277.2325251,-21.89774764
2269,Adult_pollock,,319.47,-69.59901193,310.8759917,-23.88588471
2270,Adult_pollock,,287.51,56.97464634,281.5538995,11.90886055
2270,Adult_pollock,,324.15,-98.17584686,307.8850475,25.37674165
2270,Adult_pollock,,229.11,6.131353123,216.3019982,-75.29348136
2271,Adult_pollock,20.31,300.84,75.79479586,274.5665755,41.915687
2271,other_fish,,237.95,-51.16666432,221.2069961,-71.19272423
2271,other_fish,,320.62,-65.39029059,312.0812582,-33.59161961
2271,other_fish,,337.47,-114.6590137,314.1040658,45.55010581
2271,other_fish,,212.83,-1.693890107,204.7133119,-58.18368158
2271,other_fish,,331.82,33.03946961,313.9155105,-102.3388532
2272,Adult_pollock,,296.91,83.29130673,280.6015348,49.8154237
2272,Adult_pollock,,325.89,-19.90882177,318.6026728,-65.55906882
2272,Adult_pollock,,206.6,-2.230994323,195.9909107,-65.32245859
2272,other_fish,,340.46,61.68883714,324.0454648,-84.28329345
2272,other_fish,,277.41,-32.74215916,259.9511025,-91.14735131
2272,other_fish,,360.84,-119.0778792,333.052043,71.41476962
2273,Adult_pollock,,293.01,84.21781086,279.6962103,23.11737492
2274,Adult_pollock,,286.33,107.560249,265.0064127,-13.67325511
2274,other_fish,,393.96,130.4897469,370.1209676,34.41348914
2274,other_fish,,363.96,-56.54662608,359.2228051,15.0950539
2275,other_fish,,385.96,161.9679366,350.1173068,12.1925307
2275,other_fish,,359.81,-16.2510737,359.1757112,13.91482752
2276,herring,25.17,279.85,81.05016063,248.0463597,-64.289251
2276,Adult_pollock,,360.65,32.00899848,359.1767687,6.256759187
2277,herring,,293.67,112.7799339,267.5609967,-43.99779669
2277,Adult_pollock,,228.15,-63.72671423,215.5703925,-38.98401625
2278,Adult_pollock,,218.95,-37.22911644,213.9977003,-27.54031924
2278,other_fish,,301.34,-84.81092517,288.5644443,-18.47463891
2279,Adult_pollock,,212.53,-27.9918282,208.7117709,-28.73116275
2279,other_fish,,288.07,-79.76278212,275.6510696,25.24554347
2280,other_fish,,350.01,85.69673457,333.3795135,63.41387434
2280,Adult_pollock,20.8,215.4,5.866043061,213.6900119,-18.32279841
2280,Adult_pollock,,298.67,-56.30265863,293.0941796,-11.39628969
2281,Adult_pollock,,229.92,25.47222279,228.5003824,1.838690424
2281,Adult_pollock,,321.7,-42.47108369,314.4380407,-53.04448006
2281,Adult_pollock,22.97,261.79,2.628692095,258.0263666,70.34156735
2281,other_fish,,340.14,86.15668567,321.7782046,68.77589649
2281,Adult_pollock,,195.26,16.79642256,183.7173514,63.96343076
2282,Adult_pollock,19.47,255.54,55.33338177,239.9097047,45.86863659
2282,Adult_pollock,,281.89,24.70095064,271.6804948,71.01752989
2282,other_fish,,335.92,-25.19408607,330.9506253,-51.76474122
2282,other_fish,,344.73,148.3612356,311.0216223,-9.740282304
2282,Adult_pollock,,224.31,39.60304551,211.4515405,63.51006947
2282,Adult_pollock,,160.52,67.08386333,144.287117,21.18945145
2283,Adult_pollock,,163.45,55.36128484,148.8179165,38.80196419
2283,Adult_pollock,,252.88,57.10888873,239.3096694,58.45169426
2283,other_fish,,226.05,42.79890256,212.7620169,63.23076447
2283,Adult_pollock,22.92,280.85,80.32588427,260.0106889,7.918850047
2283,Adult_pollock,,355.4,-2.652483219,346.3027581,-79.86694313
2284,Adult_pollock,,156.05,46.41542418,145.6825773,31.20065501
2284,other_fish,,283.23,60.25391926,276.7409677,-0.814504506
2284,Adult_pollock,,339.22,58.09060004,330.2608578,51.188869
2284,other_fish,,225.9,37.93774148,214.0324466,61.4978742
2284,Adult_pollock,,283.87,76.24844111,264.8359026,68.03395347
2285,Adult_pollock,23.08,154.5,29.25252309,135.7182237,37.20542912
2285,Adult_pollock,,253.16,76.02900806,234.4882101,57.65546559
2285,Adult_pollock,,221.01,28.32645821,210.8800547,59.75479534
2285,Adult_pollock,,188.57,-50.46156833,173.0512153,-55.36352037
2286,Adult_pollock,,158,16.62827977,153.9164416,31.59865214
2286,Adult_pollock,,233.44,-39.3320149,224.2770013,-51.44709611
2286,other_fish,,361.58,117.8969316,331.5710493,83.06610591
2287,Adult_pollock,19.29,172.72,-25.61254363,159.3925302,-44.68091867
2287,Adult_pollock,,167.3,19.28575247,158.4087369,-50.24628567
2287,Adult_pollock,,264.96,-28.00566463,259.6989563,-44.46375155
2287,other_fish,,369.31,129.516714,332.900567,93.7769167
2287,Adult_pollock,,164.82,5.509884192,158.4644474,44.99110569
2288,Adult_pollock,20.68,242.74,76.19849652,209.4394383,-20.49135783
2288,Adult_pollock,,175,64.47266826,159.953134,-29.69704932
2288,Adult_pollock,20.51,158.88,19.7280602,144.8899337,-46.03275221
2288,other_fish,,164.36,-28.28831209,153.7689036,-50.68132905
2288,other_fish,,315.9,-33.64089978,312.8308519,-28.23742208
2289,Adult_pollock,,211.82,61.20787055,192.6355346,-63.3602327
2289,other_fish,,247.36,47.43719197,241.3979796,-25.78824714
2289,other_fish,,318.91,-64.68196,309.8639568,38.82142005
2289,other_fish,,447.18,-67.70173222,433.0072004,88.84799325
2290,Adult_pollock,,302.78,-57.19291778,296.1175499,26.8004392
2290,Adult_pollock,,368.88,109.7144163,351.5106426,-21.84860106
2290,other_fish,,300.59,29.04123419,289.5778634,-75.20341788
2290,other_fish,,208.1,81.07087728,186.9082158,-42.40908079
2290,Adult_pollock,,331.61,-132.088233,304.087095,-7.016676951
2290,other_fish,,285.98,115.2257319,251.6247844,72.07130624
2290,other_fish,,528.29,102.1079767,500.4396839,134.9833332
2291,other_fish,,295.34,70.68606535,286.4525358,13.19483485
2291,other_fish,,372.17,70.32319906,363.8129806,-34.68207365
2291,Adult_pollock,21.63,315.3,-41.07695033,305.3341524,5.110977871
2291,Adult_pollock,,281.9,-85.85663044,266.3163776,-34.22709065
2291,Adult_pollock,,295.5,-115.423302,271.1112404,22.255158
2291,other_fish,,374.34,-86.08215278,350.4777459,99.44274392
2291,other_fish,,595.27,222.8257314,542.9749973,99.35950953
2292,other_fish,,329.08,56.62220006,323.3934881,-22.42190944
2292,Adult_pollock,,383.33,32.39344443,377.7790784,-56.33860923
2292,Adult_pollock,,302.3,-49.07228227,295.4989909,-40.70187437
2292,Adult_pollock,,327.53,-27.78072985,326.2287365,8.719205652
2292,Adult_pollock,,310.87,-87.10559483,298.4086563,1.967346712
2292,Adult_pollock,,187.77,42.13985147,174.455191,-55.192087
2292,other_fish,,447.3,162.2051068,416.326609,20.95197299
2292,other_fish,,293.26,116.2566291,260.0236634,69.83146284
2292,other_fish,,398.03,-79.04296875,387.2417799,47.18220364
2293,Adult_pollock,,187.34,40.50679651,177.9255636,-42.41558391
2293,Adult_pollock,17.18,207.83,-40.90899341,197.5589671,-21.32029064
2293,Adult_pollock,,337.58,-54.77098384,333.0823141,4.443105438
2293,other_fish,,334.95,-5.095051198,332.6901723,-38.51324555
2293,Adult_pollock,,332.4,11.62280891,332.1641689,-4.788464191
2293,other_fish,,516.17,51.79506815,503.6945929,100.194435
2293,other_fish,,385.98,-9.505772013,370.9424383,106.2599596
2294,Adult_pollock,21.41,265.74,69.9229672,234.4032025,51.68129323
2294,other_fish,,454.36,122.0324395,433.3825753,61.104718
2294,Adult_pollock,,269.07,-16.43312912,267.4621734,-24.38868144
2294,other_fish,,367.47,-1.774684902,363.8940742,-51.12095398
2294,Adult_pollock,,332.15,33.92927669,328.4790762,-35.71428114
2294,Adult_pollock,19.89,223.4,50.37998672,209.1281757,-59.04908059
2294,other_fish,,399.66,-6.733330099,394.0523799,66.40073552
2295,other_fish,,403.56,149.329643,366.8884469,77.17058324
2295,Adult_pollock,22.78,271.09,75.19578351,241.4649196,18.72441374
2295,Adult_pollock,,314.85,10.85626241,309.9365143,-54.35084668
2295,other_fish,,317.86,10.89018175,310.6915698,-66.25385465
2295,other_fish,,340.68,37.24541063,330.7790798,-72.55381733
2295,other_fish,,421.3,-16.19023802,420.1190833,27.0057717
2295,other_fish,,415.8,-57.29713251,411.3898771,19.0038918
2296,Adult_pollock,,271.15,50.21086693,259.4268242,60.81211746
2296,other_fish,,406.32,82.68140882,393.8552782,56.05128619
2296,other_fish,,378.5,88.31464905,361.2905872,70.21224619
2296,other_fish,,410.21,129.3293462,382.5772853,71.95794472
2296,other_fish,,251.42,46.36606182,246.6956787,14.21403534
2296,other_fish,,358.64,32.33761178,341.2153235,-105.5968792
2296,other_fish,,310.41,79.51067872,299.1160038,-23.74706946
2296,other_fish,,328.57,73.61149521,309.0696024,-83.75460651
2296,other_fish,,422.02,140.1003411,396.6846452,-33.41416134
2296,other_fish,,393.61,-135.7791556,369.0813879,16.39889444
2297,other_fish,,423.26,123.2336738,393.0390914,97.39054076
2297,other_fish,,268.54,39.42272478,259.140826,58.34656862
2297,other_fish,,228.65,2.347717385,226.9231361,27.94602933
2297,other_fish,,413.12,-81.7901255,404.135247,-25.6351771
2297,other_fish,,294.64,-89.56855383,266.3249838,-88.65518709
2297,other_fish,,480.76,-82.91758902,452.1082123,140.8926223
2298,Adult_pollock,18.22,214.01,8.480082941,210.7463829,8.278773587
2298,other_fish,,220.74,88.38728757,198.3888706,39.43421503
2298,Adult_pollock,,290.78,56.46421052,275.4592137,-74.07865832
2298,other_fish,,279.41,60.40187404,259.7332522,-83.43066307
2298,Adult_pollock,,273.98,25.71942338,259.6139588,-83.69383584
2298,Adult_pollock,,302.14,-70.54217378,285.0735071,-71.03348449
2298,Adult_pollock,,272.86,24.26227368,262.3949568,70.79803847
2298,other_fish,,311.72,-60.375751,290.0649337,96.88455144
2299,Adult_pollock,21.92,216.93,22.76852493,209.1557956,0.036549786
2299,Adult_pollock,19.64,168.85,-37.09042668,158.4645142,6.992759825
2299,Adult_pollock,,295.08,-47.77482196,289.4729471,-31.55429743
2299,Adult_pollock,,299.89,80.42884547,287.645452,-26.95351947
2299,other_fish,,298.24,92.67629877,275.7952527,-65.55205287
2299,other_fish,,522.26,185.1525451,485.1883443,55.3825888
2299,other_fish,,153.94,65.12444771,137.3130079,24.49928086
2299,Adult_pollock,,379.37,-71.99621816,367.9050181,58.19519044
2299,other_fish,,313.21,-115.9156936,284.343991,61.77004487
2299,other_fish,,287.55,40.54641983,277.2231527,-64.71612396
2300,Adult_pollock,,186.59,2.070679238,186.5820496,0.446518389
2300,Adult_pollock,21.34,175.17,8.917630053,178.8599987,-43.50826143
2300,Adult_pollock,,314.12,-27.15857352,311.5964728,29.01702396
2300,other_fish,,385.47,-73.25427793,370.7111295,76.09800592
2300,other_fish,,244.78,-88.49322307,216.3231998,72.73214512
2300,Adult_pollock,,210.22,-48.35210602,194.7209813,62.76210738
2300,other_fish,,344.91,-123.256889,319.3718179,42.08601446
2300,other_fish,,267.75,115.9076834,239.7027068,28.217343
2300,other_fish,,224.61,98.81382774,198.2880427,37.00128921
2301,Adult_pollock,20.5,177.87,8.124821614,168.5660673,-38.37814613
2301,other_fish,,220.95,80.8458326,204.7654962,18.86718899
2301,other_fish,,327.2,-21.13412379,322.6934913,49.84601006
2301,other_fish,,386.68,-115.8442582,368.9149144,1.179288649
2301,other_fish,,321.5,-64.13386715,300.3085343,95.19171878
2301,other_fish,,340.39,-55.97559005,329.0933555,66.55594743
2302,Adult_pollock,,193.26,79.96251023,173.8129257,27.29218594
2302,Adult_pollock,18.99,231.01,47.87163837,219.8681337,4.233120025
2302,Adult_pollock,,329.57,-29.88739231,321.4830622,66.12124701
2302,other_fish,,420.74,-66.07305435,411.0440195,60.81623088
2302,other_fish,,410.84,-69.16624085,394.4090275,91.89649438
2303,other_fish,29.04,402.66,-19.71430726,385.8933882,91.07925651
2303,Adult_pollock,,200.13,79.42256789,181.2446373,29.90643606
2303,other_fish,,307.77,91.24053655,293.9357291,1.484439299
2303,other_fish,,403.34,-41.81315813,400.6084938,21.22578737
2303,Adult_pollock,,283.36,-101.3851457,264.587187,2.674018935
2303,other_fish,,281.81,-95.58541625,264.8640883,11.35693836
2303,other_fish,,394.83,-144.5294288,366.7135335,22.91531371
2303,other_fish,,249.59,19.26361545,248.7361844,7.360711011
2303,other_fish,,360.54,22.54402976,353.1654612,68.95890273
2303,other_fish,,337.66,-20.49999101,326.1473573,84.9756015
2303,Adult_pollock,,284.38,14.7624587,270.3386211,87.02192162
2321,Adult_pollock,22.11,214.38,66.89641152,189.8301287,-22.65166988
2321,Adult_pollock,,362.95,14.99922489,362.6013512,-5.076859051
2321,Adult_pollock,,291.86,-115.3890942,266.2971879,-30.86640606
2321,Adult_pollock,,382.49,-94.76644356,360.0407729,-87.70464715
2322,Adult_pollock,,351.43,-104.2928386,334.8999294,-21.70701045
2322,Adult_pollock,,196.7,61.84759711,184.1312889,-31.02290978
2322,Adult_pollock,,247.78,-84.29222195,229.9161157,-37.78885347
2323,Adult_pollock,22.54,202.34,65.92085463,173.9786837,-12.10077099
2323,Adult_pollock,,267.11,-60.88516001,258.999986,-23.64003312
2324,Adult_pollock,17.45,197.01,62.85210391,170.6257355,35.64365116
2324,Adult_pollock,,287.74,-44.73157564,283.1207717,25.18535654
2324,Adult_pollock,,272.1,-8.80344392,271.4220949,-17.01774658
2324,Adult_pollock,,371.68,36.56371746,364.5872733,-62.35661852
2324,Adult_pollock,,299.66,73.77883258,287.5586004,-40.74612817
2324,Adult_pollock,,387.15,23.95304209,386.0571694,16.53185447
2325,Adult_pollock,,216.31,70.18752309,199.8549448,43.84704091
2325,Adult_pollock,21.53,306.7,69.40123246,290.1338585,-1.614291454
2325,Adult_pollock,,322.19,97.01525352,306.6687126,-18.73576062
2325,Adult_pollock,,252.12,-15.57230005,251.5057851,-8.262867038
2325,Adult_pollock,,306.81,-32.47601064,300.7698235,51.15931396
2325,Adult_pollock,,395.07,38.78677409,392.2351097,27.0227756
2325,Adult_pollock,,363.48,24.92599593,362.3121015,-14.92367566
2325,Adult_pollock,,426.22,-2.831550182,423.7667429,45.56987385
2325,Adult_pollock,,307,-76.49827115,293.7992943,-45.59312537
2326,Adult_pollock,,294.59,-1.233955436,293.2145393,28.41753424
2326,Adult_pollock,,390.07,-9.245784287,389.492939,18.9917476
2326,Adult_pollock,,363.81,55.20375124,359.5940167,0.651758207
2326,Adult_pollock,,299.17,87.91410513,285.2598855,-19.96454392
2326,Adult_pollock,,239.36,92.37948604,220.8056089,2.128095818
2326,Adult_pollock,36.28,268.24,5.180113284,250.7730933,-36.88508406
2326,Adult_pollock,,170.26,12.37686388,163.7678472,44.89849189
2327,Adult_pollock,17.58,191.85,5.697443478,191.1955869,-9.441771951
2327,Adult_pollock,,293.62,23.10308355,292.0249123,-20.05918881
2327,Adult_pollock,,301.52,116.2766507,273.1511973,-52.74231875
2327,Adult_pollock,,352.34,81.44155831,340.7649129,-37.26786672
2327,Adult_pollock,,302.84,104.4608104,283.9586629,12.93122684
2327,Adult_pollock,,345.46,90.08679775,329.7539945,49.92004362
2327,Adult_pollock,,451.69,-19.4883261,446.6646952,64.30087662
2328,Adult_pollock,,205.11,7.408964938,204.9074929,-5.276838491
2328,Adult_pollock,,312.38,47.13467463,306.8533708,-34.64122458
2328,Adult_pollock,,346.3,62.90385733,340.1748652,15.75670047
2328,Adult_pollock,19.02,304.8,106.6198114,259.9904664,-25.02887141
2328,Adult_pollock,,322.39,109.1568863,302.52581,-22.28625123
2328,Adult_pollock,,348.49,121.6260156,326.5068713,-6.735034994
2328,Adult_pollock,,348.3,57.74718691,335.4584038,73.81782283
2328,Adult_pollock,,331.12,71.54784506,322.9069977,-15.83129275
2328,Adult_pollock,,433.93,100.5450157,416.292704,-69.89064214
